epoch,epoch_loss,split,loss,acc,sample_fn
0,1.3016301,train,1.2341474,0.40753926854358025,gumbel_soft
0,1.3016301,val,2.3668437,0.21052455562429978,gumbel_soft
0,1.3016301,test,2.3584998,0.2110763674063174,gumbel_soft
1,1.2041912,train,1.051237,0.5373279151376315,gumbel_soft
1,1.2041912,val,2.0815043,0.2896510208517967,gumbel_soft
1,1.2041912,test,2.0758383,0.2950688092570607,gumbel_soft
2,0.8388837,train,0.5708884,0.7939213097053309,gumbel_soft
2,0.8388837,val,1.8872125,0.4454458806414394,gumbel_soft
2,0.8388837,test,1.8396832,0.47872180325401736,gumbel_soft
3,0.4837753,train,0.35702762,0.8538619235567488,gumbel_soft
3,0.4837753,val,1.6543252,0.547882213266893,gumbel_soft
3,0.4837753,test,1.629897,0.5430329582127987,gumbel_soft
4,0.29052213,train,0.21051951,0.9500689433788821,gumbel_soft
4,0.29052213,val,1.7156284,0.6600170560005351,gumbel_soft
4,0.29052213,test,1.6655283,0.6686788288212966,gumbel_soft
5,0.18199211,train,0.14641249,0.9483180004231445,gumbel_soft
5,0.18199211,val,1.3827538,0.7140946106382623,gumbel_soft
5,0.18199211,test,1.4034452,0.7204655284851931,gumbel_soft
6,0.11809089,train,0.10271594,0.9692709511268047,gumbel_soft
6,0.11809089,val,1.2824078,0.777502800862833,gumbel_soft
6,0.11809089,test,1.2838389,0.7721184555958731,gumbel_soft
7,0.11818247,train,0.08914446,0.9844603812678286,gumbel_soft
7,0.11818247,val,1.2876323,0.7106666889620922,gumbel_soft
7,0.11818247,test,1.2939731,0.7078073006370917,gumbel_soft
8,0.09017244,train,0.07626714,0.9776754773143453,gumbel_soft
8,0.09017244,val,1.1034005,0.7862314599602027,gumbel_soft
8,0.09017244,test,1.1378101,0.7884219855191211,gumbel_soft
9,0.07385503,train,0.06396658,0.985292079171804,gumbel_soft
9,0.07385503,val,1.0760866,0.7889570757319867,gumbel_soft
9,0.07385503,test,1.0853747,0.7888065816096183,gumbel_soft
10,0.060100395,train,0.057940014,0.9849127081980609,gumbel_soft
10,0.060100395,val,1.0273389,0.7556644315502566,gumbel_soft
10,0.060100395,test,1.026103,0.7581893884922161,gumbel_soft
11,0.059612457,train,0.06139716,0.9837381172985868,gumbel_soft
11,0.059612457,val,0.961584,0.7682223299834456,gumbel_soft
11,0.059612457,test,0.9543588,0.7725866595321305,gumbel_soft
12,0.06257996,train,0.04866275,0.9850440289197412,gumbel_soft
12,0.06257996,val,0.92517954,0.7865491697740916,gumbel_soft
12,0.06257996,test,0.9284294,0.7866160560506998,gumbel_soft
13,0.04547245,train,0.043592583,0.9957247809497406,gumbel_soft
13,0.04547245,val,0.9284915,0.813521060816347,gumbel_soft
13,0.04547245,test,0.9268132,0.8174673511362306,gumbel_soft
14,0.04375978,train,0.0408516,0.9881300658792287,gumbel_soft
14,0.04375978,val,0.97661525,0.7744093105697039,gumbel_soft
14,0.04375978,test,0.96252024,0.7761149106232129,gumbel_soft
15,0.039341126,train,0.037083548,0.9936455361898022,gumbel_soft
15,0.039341126,val,0.91630125,0.8044245271976322,gumbel_soft
15,0.039341126,test,0.91947025,0.8021169506546494,gumbel_soft
16,0.041180063,train,0.034710784,0.9899758515784021,gumbel_soft
16,0.041180063,val,0.9092207,0.7885390365031855,gumbel_soft
16,0.041180063,test,0.9087372,0.7880875541360801,gumbel_soft
17,0.034107223,train,0.032671,0.9963084286016531,gumbel_soft
17,0.034107223,val,0.8850515,0.8012641506278949,gumbel_soft
17,0.034107223,test,0.8805184,0.8000769192180994,gumbel_soft
18,0.032664493,train,0.030867837,0.9937111965506423,gumbel_soft
18,0.032664493,val,0.9535958,0.7805126833102018,gumbel_soft
18,0.032664493,test,0.95375305,0.7826530441616641,gumbel_soft
19,0.030385561,train,0.028871886,0.997183900079522,gumbel_soft
19,0.030385561,val,0.88749796,0.824055649382138,gumbel_soft
19,0.030385561,test,0.88259053,0.8240222062438339,gumbel_soft
20,0.028422654,train,0.02783028,0.9946158504111068,gumbel_soft
20,0.028422654,val,0.93437475,0.7898098757587412,gumbel_soft
20,0.028422654,test,0.9322747,0.7885557580723375,gumbel_soft
21,0.027555069,train,0.026513876,0.9920259139557449,gumbel_soft
21,0.027555069,val,0.8944075,0.7911643228600572,gumbel_soft
21,0.027555069,test,0.91208327,0.7915990836580105,gumbel_soft
22,0.02589736,train,0.025013205,0.9976727049879988,gumbel_soft
22,0.02589736,val,0.8721247,0.8266809357390098,gumbel_soft
22,0.02589736,test,0.8690553,0.8254937043292142,gumbel_soft
23,0.02462807,train,0.024799671,0.9978696860705192,gumbel_soft
23,0.02462807,val,0.97377443,0.8387204655284852,gumbel_soft
23,0.02462807,test,0.98845273,0.8388542380817016,gumbel_soft
24,0.024103949,train,0.022809269,0.9978332080922747,gumbel_soft
24,0.024103949,val,0.90313286,0.8294567162182499,gumbel_soft
24,0.024103949,test,0.9147854,0.8286373593297995,gumbel_soft
25,0.02277143,train,0.023969915,0.9911869204561207,gumbel_soft
25,0.02277143,val,0.86293805,0.7974349112920757,gumbel_soft
25,0.02277143,test,0.79280496,0.8052940487935388,gumbel_soft
26,0.023048928,train,0.021353548,0.9979207552400616,gumbel_soft
26,0.023048928,val,0.8852345,0.8260287945420798,gumbel_soft
26,0.023048928,test,0.8867665,0.8265806063240975,gumbel_soft
27,0.021052048,train,0.020204814,0.9981031451312843,gumbel_soft
27,0.021052048,val,0.8836641,0.8535524973663529,gumbel_soft
27,0.021052048,test,0.89324194,0.8528000267545106,gumbel_soft
28,0.020421049,train,0.019229705,0.9979791200052528,gumbel_soft
28,0.020421049,val,0.89238083,0.831847900606993,gumbel_soft
28,0.020421049,test,0.90128136,0.836279116432286,gumbel_soft
29,0.019908858,train,0.019131646,0.998052075961742,gumbel_soft
29,0.019908858,val,0.79819536,0.841028042071468,gumbel_soft
29,0.019908858,test,0.8142914,0.8538033209036336,gumbel_soft
30,0.018298099,train,0.030418491,0.9958706928627188,gumbel_soft
30,0.018298099,val,0.81964505,0.8316472417771684,gumbel_soft
30,0.018298099,test,0.8251397,0.8403591793053861,gumbel_soft
31,0.018352978,train,0.018192966,0.9971620132925753,gumbel_soft
31,0.018352978,val,0.79080176,0.8425998695717606,gumbel_soft
31,0.018352978,test,0.7757827,0.8255605906058224,gumbel_soft
32,0.0173878,train,0.017405057,0.9982271702573157,gumbel_soft
32,0.0173878,val,0.8534751,0.8350082771767303,gumbel_soft
32,0.0173878,test,0.87123716,0.8270488102603548,gumbel_soft
33,0.019631235,train,0.017446198,0.9979207552400616,gumbel_soft
33,0.019631235,val,1.0521573,0.8115646372255573,gumbel_soft
33,0.019631235,test,1.0692725,0.815544370683745,gumbel_soft
34,0.016709803,train,0.01596647,0.9978186169009768,gumbel_soft
34,0.016709803,val,0.94202715,0.8324331555273147,gumbel_soft
34,0.016709803,test,0.94487584,0.8394227714328713,gumbel_soft
35,0.016439611,train,0.0154799195,0.9981396231095288,gumbel_soft
35,0.016439611,val,0.917359,0.8373660184271692,gumbel_soft
