feature,value,1,2,3,4,5,6
attn_0_0_outputs,0,0.8763462,0.879597,1.1306994,0.9537965,0.20202157,-1.1049474
attn_0_0_outputs,1,-0.20284875,0.637115,0.76905817,-0.32211003,-0.90350217,-0.6979872
attn_0_0_outputs,2,-0.09565625,0.45069435,0.6127151,0.1518403,-1.639893,-0.7917718
attn_0_0_outputs,3,-0.192764,0.19700061,0.72971076,0.07541233,-1.0615492,-0.14809157
attn_0_0_outputs,4,-0.2636169,0.009939783,0.035570927,0.31463203,-0.6840055,-0.38493553
attn_0_0_outputs,5,0.11327233,0.4520884,1.0418676,1.0407513,0.28303313,-0.7390851
attn_0_0_outputs,6,-0.7375513,-0.061078038,0.9210667,1.3884352,1.9193994,0.5943242
attn_0_0_outputs,7,-0.47944033,0.20738392,1.0414333,1.7359068,2.0687265,-0.2707672
attn_0_1_outputs,0,1.384314,0.4100478,0.34346676,-0.8448165,-0.8943393,-0.65191007
attn_0_1_outputs,1,0.92993605,0.05837741,-0.105940364,-1.2221328,-1.6080837,-0.90594184
attn_0_1_outputs,2,1.0004729,0.020150602,-0.15551725,-1.2349471,-1.6961217,-0.7241487
attn_0_1_outputs,3,1.1152074,0.26656827,-0.0017478612,-1.0938574,-1.4209622,-0.4647868
attn_0_1_outputs,4,1.1757048,0.34706333,0.16483976,-0.9148337,-1.3849514,-0.061206598
attn_0_1_outputs,5,1.0560611,0.13701145,-0.04798041,-1.1995455,-1.8004277,-0.50993717
attn_0_1_outputs,6,1.1411071,0.25876957,0.11844788,-1.1302407,-1.3739719,-0.77752984
attn_0_1_outputs,7,1.321001,0.5181537,0.42752668,-0.55609894,-1.0801708,0.18670616
mlp_0_0_outputs,0,0.8317281,0.75591594,0.4877113,-1.1384804,-0.14886604,-0.71572757
mlp_0_0_outputs,1,0.15647104,0.75043947,0.34818375,-0.4455883,-0.730748,-0.27957034
mlp_0_0_outputs,2,0.12124781,-0.09180922,0.04875511,-0.11748227,-0.07930823,-0.55049855
mlp_0_0_outputs,3,0.18438013,0.06260388,0.6116268,-0.38306874,-0.19696444,-0.48727107
mlp_0_0_outputs,4,-0.24087094,0.92063475,0.42526487,-0.78132725,-0.6512133,-0.54559016
mlp_0_0_outputs,5,0.06874664,0.36223787,0.29738578,0.1925515,-0.8269526,-0.44616625
mlp_0_0_outputs,6,-0.073905095,0.6691167,-0.08299008,0.8457952,-0.5912494,-1.2540115
mlp_0_0_outputs,7,0.38329414,0.4203691,0.2783558,-0.6215537,-0.6221311,-1.2012597
num_attn_0_0_outputs,_,1.3715587,0.98715633,0.5585201,0.17806059,-0.49344847,-1.0818378
num_attn_0_1_outputs,_,1.6306971,1.2690511,0.8829581,0.3879205,-0.18829682,-4.711065
num_mlp_0_0_outputs,0,0.7465884,0.7056954,-0.027641248,0.36950102,-0.11198834,-0.94896173
num_mlp_0_0_outputs,1,0.3734427,0.26982436,0.14802633,-0.98694134,-0.804396,-0.74868405
num_mlp_0_0_outputs,2,0.017114317,0.6102589,0.43562537,-0.5236864,-0.060093176,-0.49475637
num_mlp_0_0_outputs,3,-0.2440932,0.49211997,0.76521844,0.12474576,-1.0594274,-1.0725926
num_mlp_0_0_outputs,4,0.23408097,0.049331952,0.22364564,-0.24194652,-0.047082037,-0.48377267
num_mlp_0_0_outputs,5,0.4829086,-0.37856036,0.50977916,-0.741662,-0.58019817,-0.14318036
num_mlp_0_0_outputs,6,-0.37607172,-0.13303684,0.1036893,-0.18616672,-0.058882125,-1.3671551
num_mlp_0_0_outputs,7,-0.044951312,0.3348888,0.509337,-0.60396665,-0.4271286,-0.2937816
ones,_,0.29016417,0.3356031,0.0341342,-0.14410454,-0.72791743,-0.51447815
positions,0,0.3759621,-0.8572161,0.63401145,0.0071611656,-0.31666398,0.41969234
positions,1,0.59824723,0.45524412,0.31168017,-0.21568325,-0.29792163,-0.4972618
positions,2,0.3591089,0.21756418,0.07758634,-0.5787434,-0.39644325,-0.6053649
positions,3,0.27948883,0.40549454,0.36486375,-0.06801498,0.44027898,0.8222025
positions,4,0.32089257,0.16939835,0.07351148,-0.5387991,-0.46543005,-0.67358327
positions,5,-0.08613843,-0.1548653,-0.2964247,-0.9023355,-0.96106625,-0.92002994
positions,6,0.5438042,0.3913577,0.30362618,-0.31222615,-0.3242845,-0.5224208
positions,7,-0.54674083,-0.18385592,0.4412236,0.5731638,1.8003731,0.9069868
tokens,0,0.40987808,0.30267796,0.5383776,0.10876908,-0.026414912,-4.119112
tokens,1,0.25492853,0.13505319,0.20747781,-0.006536865,-0.922048,-4.9869976
tokens,2,0.31987727,0.3131658,0.2757414,0.07130124,-0.3412795,1.8807254
tokens,3,0.07708558,0.15513803,0.13289548,-0.07148201,-0.25401536,0.7858877
tokens,4,0.09280447,0.15013438,0.2596734,-0.054703556,-1.1567564,1.406476
tokens,5,0.29870722,0.31677368,0.40918785,0.23333837,0.15410686,-4.1941
tokens,<pad>,-0.11602272,0.44462943,0.13950817,0.49783993,0.3280837,-0.937049
tokens,<s>,0.48966226,-0.014557275,0.32837072,-0.20674197,-0.07900725,-0.833913
